City Name,2023_Score_Max10000,2022_Score_Max7500,2020_Score_Max6000,2019_Score_5000,2018_Score,2017_Score,2016_Score
TIRUNELVELI,6593.857674418606,1985.13,3757.2843506493464,3382.0597014925374,2904.4156626506024,1008.0,1190.857142857143
MOGA,6593.857674418606,1974.57,3757.2843506493464,3382.0597014925374,2904.4156626506024,625.0,1190.857142857143
GANGAWATI,6593.857674418606,1956.84,3757.2843506493464,3382.0597014925374,2904.4156626506024,598.0,1190.857142857143
DHARMAVARAM,6593.857674418606,1951.68,3757.2843506493464,3382.0597014925374,2904.4156626506024,1113.0,1190.857142857143
RAMPUR,6593.857674418606,1934.46,3757.2843506493464,3382.0597014925374,2904.4156626506024,543.0,1190.857142857143
DINDIGUL,6593.857674418606,1934.16,3757.2843506493464,3382.0597014925374,2904.4156626506024,1221.0,1190.857142857143
MACHILIPATNAM,6593.857674418606,1922.99,3757.2843506493464,3382.0597014925374,2904.4156626506024,1291.0,1190.857142857143
BAGAHA,6593.857674418606,1909.12,3757.2843506493464,3382.0597014925374,2904.4156626506024,367.0,1190.857142857143
DIBRUGARH,6593.857674418606,1899.7,3757.2843506493464,3382.0597014925374,2904.4156626506024,798.0,1190.857142857143
ERODE,6593.857674418606,1897.13,3757.2843506493464,3382.0597014925374,2857.0,1468.0,1190.857142857143
BOTAD,6593.857674418606,1888.36,3757.2843506493464,3382.0597014925374,2904.4156626506024,1308.0,1190.857142857143
AIZAWL,6593.857674418606,1881.44,3757.2843506493464,3382.0597014925374,2904.4156626506024,1092.7440273037544,1138.0
JEHANABAD,6593.857674418606,1879.87,3757.2843506493464,3382.0597014925374,2904.4156626506024,774.0,1190.857142857143
CHATRA,6593.857674418606,1859.71,3757.2843506493464,3157.0,2748.0,1092.7440273037544,1190.857142857143
GUDIVADA,6593.857674418606,1855.9,3757.2843506493464,3382.0597014925374,2904.4156626506024,1090.0,1190.857142857143
GANGTOK,6593.857674418606,1812.01,3757.2843506493464,3382.0597014925374,2601.0,1414.0,1565.0
Vijayapura (Bijapur),6593.857674418606,1808.42,3757.2843506493464,3327.0,2904.4156626506024,760.0,1190.857142857143
ELURU,6593.857674418606,1782.38,3757.2843506493464,3382.0597014925374,2904.4156626506024,1283.0,1190.857142857143
KOZHIKODE,6593.857674418606,1771.87,3757.2843506493464,3382.0597014925374,2904.4156626506024,887.0,1107.0
TIRUPPUR,6593.857674418606,1754.98,3757.2843506493464,3382.0597014925374,2904.4156626506024,1326.0,1190.857142857143
AMBUR,6593.857674418606,1752.28,3757.2843506493464,3382.0597014925374,2904.4156626506024,871.0,1190.857142857143
RAJAPALAYAM,6593.857674418606,1745.4,3757.2843506493464,3382.0597014925374,2904.4156626506024,1186.0,1190.857142857143
GUWAHATI,6593.857674418606,1736.12,3757.2843506493464,3382.0597014925374,2904.4156626506024,1169.0,1041.0
BELLARY,6593.857674418606,1724.52,3757.2843506493464,3382.0597014925374,2904.4156626506024,827.0,1190.857142857143
KISHANGANJ,6593.857674418606,1701.08,3757.2843506493464,3382.0597014925374,2904.4156626506024,883.0,1190.857142857143
IMPHAL,6593.857674418606,1680.64,3757.2843506493464,3382.0597014925374,2904.4156626506024,1192.0,1441.0
BISHRAMPUR,6593.857674418606,1673.61,3757.2843506493464,3524.0,2904.4156626506024,1092.7440273037544,1190.857142857143
SHILLONG,6593.857674418606,1654.45,3757.2843506493464,3382.0597014925374,2904.4156626506024,839.0,1012.0
SEONI,6593.857674418606,1650.23,3757.2843506493464,3382.0597014925374,2904.4156626506024,1077.0,1190.857142857143
TADEPALLIGUDEM,6593.857674418606,1636.44,3757.2843506493464,3382.0597014925374,2904.4156626506024,1250.0,1190.857142857143
MUNGER,6593.857674418606,1611.21,3757.2843506493464,3382.0597014925374,2904.4156626506024,502.0,1190.857142857143
KATIHAR,6593.857674418606,1609.23,3757.2843506493464,3382.0597014925374,2904.4156626506024,383.0,1190.857142857143
AGARTALA,6593.857674418606,1596.93,3757.2843506493464,3382.0597014925374,2904.4156626506024,806.0,1222.0
KANCHEEPURAM,6593.857674418606,1540.05,3757.2843506493464,3382.0597014925374,2904.4156626506024,1182.0,1190.857142857143
HOSPET (CMC),6593.857674418606,1472.94,3757.2843506493464,3382.0597014925374,2904.4156626506024,752.0,1190.857142857143
NAGAON,6593.857674418606,1442.94,3757.2843506493464,3382.0597014925374,2904.4156626506024,1086.0,1190.857142857143
PALLAVARAM,6593.857674418606,1423.18,3757.2843506493464,3382.0597014925374,2904.4156626506024,1091.0,1190.857142857143
BHAGALPUR,6593.857674418606,1409.57,3757.2843506493464,3382.0597014925374,2904.4156626506024,841.0,1190.857142857143
RAJMAHAL,6593.857674418606,1382.43,3757.2843506493464,3132.0,2904.4156626506024,1092.7440273037544,1190.857142857143
KOLLAM,6593.857674418606,1376.41,3757.2843506493464,3382.0597014925374,2904.4156626506024,629.0,1190.857142857143
SASARAM,6593.857674418606,1265.5,3757.2843506493464,3382.0597014925374,2904.4156626506024,834.0,1190.857142857143
SIWAN,6593.857674418606,1256.03,3757.2843506493464,3382.0597014925374,2904.4156626506024,610.0,1190.857142857143
THANJAVUR,6593.857674418606,1101.93,3757.2843506493464,3382.0597014925374,2904.4156626506024,1003.0,1190.857142857143
KOHIMA,6593.857674418606,1098.08,3757.2843506493464,3382.0597014925374,2904.4156626506024,970.0,893.0
ANANTNAG,6593.857674418606,827.69,3757.2843506493464,3382.0597014925374,2904.4156626506024,1003.0,1190.857142857143
ITANAGAR,6593.857674418606,729.73,3757.2843506493464,3382.0597014925374,2904.4156626506024,953.0,639.0
Amdavad,6593.857674418606,3728.456822612087,3757.2843506493464,4137.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Amrava,6593.857674418606,3728.456822612087,3757.2843506493464,3042.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Badrava,6593.857674418606,3728.456822612087,3757.2843506493464,3486.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Balrampur,6593.857674418606,3728.456822612087,3757.2843506493464,3313.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Bhilai Charoda,6593.857674418606,3728.456822612087,3757.2843506493464,3424.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Chhura,6593.857674418606,3728.456822612087,3757.2843506493464,3284.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Chhurikala,6593.857674418606,3728.456822612087,3757.2843506493464,3203.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Chikhalakasa,6593.857674418606,3728.456822612087,3757.2843506493464,3296.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Dungarpur,6593.857674418606,3728.456822612087,3757.2843506493464,3787.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Gondia,6593.857674418606,3728.456822612087,3757.2843506493464,3382.0597014925374,2673.0,705.0,1190.857142857143
Ichalkaranji,6593.857674418606,3728.456822612087,3757.2843506493464,3382.0597014925374,2659.0,1133.0,1190.857142857143
Jashpur Nagar,6593.857674418606,3728.456822612087,3757.2843506493464,3435.0,2948.0,1092.7440273037544,1190.857142857143
Jhagrakhand,6593.857674418606,3728.456822612087,3757.2843506493464,3146.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Kawardha,6593.857674418606,3728.456822612087,3757.2843506493464,3223.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Kunkuri,6593.857674418606,3728.456822612087,3757.2843506493464,3228.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Magarlod,6593.857674418606,3728.456822612087,3757.2843506493464,3161.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Malkapur,6593.857674418606,3728.456822612087,3757.2843506493464,3771.0,2981.0,1092.7440273037544,1190.857142857143
Mauda,6593.857674418606,3728.456822612087,3757.2843506493464,3548.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Narharpur,6593.857674418606,3728.456822612087,3757.2843506493464,3540.0,2775.0,1092.7440273037544,1190.857142857143
Pa ala,6593.857674418606,3728.456822612087,3757.2843506493464,3054.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Pakur,6593.857674418606,3728.456822612087,3757.2843506493464,3373.0,2853.0,1092.7440273037544,1190.857142857143
Pali,6593.857674418606,3728.456822612087,3757.2843506493464,3288.0,2904.4156626506024,1029.0,1190.857142857143
Phusro,6593.857674418606,3728.456822612087,3757.2843506493464,3160.0,2888.0,1092.7440273037544,1190.857142857143
Piriyapatna,6593.857674418606,3728.456822612087,3757.2843506493464,3463.0,2838.0,1092.7440273037544,1190.857142857143
Rajgarh,6593.857674418606,3728.456822612087,3757.2843506493464,3460.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Sahaspur-Lohara,6593.857674418606,3728.456822612087,3757.2843506493464,3398.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Saraipali,6593.857674418606,3728.456822612087,3757.2843506493464,3276.0,2951.0,1092.7440273037544,1190.857142857143
Siddipet,6593.857674418606,3728.456822612087,3757.2843506493464,3170.0,3060.0,1461.0,1190.857142857143
Sitapur,6593.857674418606,3728.456822612087,3757.2843506493464,3191.0,2904.4156626506024,526.0,1190.857142857143
Tifra,6593.857674418606,3728.456822612087,3757.2843506493464,3133.0,2843.0,1092.7440273037544,1190.857142857143
Tirupa,6593.857674418606,3728.456822612087,3757.2843506493464,4025.0,2904.4156626506024,1092.7440273037544,1190.857142857143
Udaipur,6593.857674418606,3728.456822612087,3757.2843506493464,3382.0597014925374,2623.0,764.0,1190.857142857143
