City Name,2023_Score_Max10000,2022_Score_Max7500,2020_Score_Max6000,2019_Score_5000,2018_Score,2017_Score,2016_Score
DEHUROAD CANTT,6593.857674418606,2409.21,2942.98,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
DALHOUSIE CANTT.,6593.857674418606,772.44,2919.9,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
ST THOMAS MOUNT CANTT,6593.857674418606,1430.32,2911.4,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
MATHURA CANTT.,6593.857674418606,2757.72,2909.02,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
Ahmednagar Cantt,6593.857674418606,3728.456822612087,2825.4,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
SHAHJAHANPUR CANTT.,6593.857674418606,2776.81,2751.55,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
SAUGOR CANTT,6593.857674418606,3062.57,2739.71,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
KIRKEE CANTT,6593.857674418606,3493.9,2732.83,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
AHMEDABAD CANTT,6593.857674418606,5294.17,2711.57,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
RANIKHET CANTT,6593.857674418606,2424.65,2663.44,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
JUTOGH CANTT.,6593.857674418606,3797.97,2611.5,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
LUCKNOW CANTT.,6593.857674418606,2318.89,2579.25,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
ROORKEE CANTT,6593.857674418606,1202.34,2575.88,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
WELLINGTON CANTT,6593.857674418606,1700.54,2574.94,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
AMRITSAR CANTT.,6593.857674418606,1648.08,2551.31,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
BABINA CANTT.,6593.857674418606,1269.17,2514.39,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
NAINITAL CANTT,6593.857674418606,1371.13,2486.41,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
PUNE CANTT,6593.857674418606,2843.88,2452.27,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
FEROZEPUR CANTT.,6593.857674418606,2937.16,2434.71,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
AMBALA CANTT.,6593.857674418606,2165.68,2382.45,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
JALAPAHAR CANTT,6593.857674418606,971.06,2374.83,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
AURANGABAD CANTT,6593.857674418606,1986.95,2373.9,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
LEBONG CANTT,6593.857674418606,995.09,2314.39,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
SECUNDERABAD CANTT.,6593.857674418606,4114.05,2277.04,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
LANDOUR CANTT,6593.857674418606,945.24,2212.17,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
AJMER CANTT.,6593.857674418606,1473.92,2181.92,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
CLEMENT TOWN CANTT,6593.857674418606,1234.32,2159.65,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
RAMGARH CANTT.,6593.857674418606,927.03,2126.7,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
Badamibagh Cantonment Board,6593.857674418606,3728.456822612087,2109.79,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
Agra Cantonment Board,6593.857674418606,3728.456822612087,2104.34,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
BELGAUM CANTT.,6593.857674418606,1271.57,2079.2,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
BAREILLY CANTT.,6593.857674418606,1879.98,2071.51,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
ALMORA CANTT,6593.857674418606,1802.62,2070.54,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
DEHRADUN CANTT,6593.857674418606,1173.34,2070.3,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
JABALPUR CANTT,6593.857674418606,3296.38,2057.53,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
FATEHGARH CANTT.,6593.857674418606,2398.27,2053.08,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
Kota,6593.857674418606,3728.456822612087,2051.88,3382.0597014925374,2904.4156626506024,706.0,954.0
DAGSHAI CANTT.,6593.857674418606,1758.83,2033.21,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
EAST DELHI (EDMC),6593.857674418606,3726.23,1962.31,3382.0597014925374,2904.4156626506024,1004.0,1015.0
MORAR CANTT,6593.857674418606,1535.42,1951.9,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
KAMPTEE CANTT,6593.857674418606,2816.17,1943.22,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
KANNUR CANTT.,6593.857674418606,1824.1,1906.4,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
KANPUR CANTT.,6593.857674418606,710.12,1862.88,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
SABATHU CANTT.,6593.857674418606,1918.16,1789.83,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
JAMMU CANTT.,6593.857674418606,1166.44,1757.53,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
BAKLOH CANTT.,6593.857674418606,853.33,1740.24,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
DEOLALI CANTT,6593.857674418606,5433.88,1734.12,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
ALLAHABAD CANTT.,6593.857674418606,1897.46,1702.76,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
CHAKRATA CANTT,6593.857674418606,802.18,1684.07,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
PACHMARHI CANTT,6593.857674418606,2588.71,1611.77,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
KASAULI CANTT.,6593.857674418606,1104.05,1499.2,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
FAIZABAD CANTT.,6593.857674418606,1384.77,1466.96,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
YOL CANTT.,6593.857674418606,753.87,1445.91,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
SHILLONG CANTT.,6593.857674418606,675.69,1427.23,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
Nasirabad Cantt.,6593.857674418606,3728.456822612087,1307.77,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
BARRACKPORE CANTT,6593.857674418606,2249.59,1086.71,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
DANAPUR CANTT.,6593.857674418606,1864.89,879.33,3382.0597014925374,2904.4156626506024,1092.7440273037544,1190.857142857143
KARHAD,6593.857674418606,6212.56,3757.2843506493464,4063.0,2904.4156626506024,1092.7440273037544,1190.857142857143
KARJAT_R,6593.857674418606,5785.92,3757.2843506493464,3228.0,2904.4156626506024,1092.7440273037544,1190.857142857143
SILLOD,6593.857674418606,5489.28,3757.2843506493464,3382.0597014925374,2894.0,1092.7440273037544,1190.857142857143
SHENDURJANAGHAT,6593.857674418606,5334.06,3757.2843506493464,3166.0,2904.4156626506024,1092.7440273037544,1190.857142857143
BETMA,6593.857674418606,5280.72,3757.2843506493464,3451.0,2904.4156626506024,1092.7440273037544,1190.857142857143
MANGALVEDHE,6593.857674418606,5169.66,3757.2843506493464,3403.0,2904.4156626506024,1092.7440273037544,1190.857142857143
DHAR,6593.857674418606,5044.28,3757.2843506493464,3294.0,2904.4156626506024,1092.7440273037544,1190.857142857143
LATUR,6593.857674418606,5032.66,3757.2843506493464,3427.0,2904.4156626506024,751.0,1190.857142857143
DEGLUR,6593.857674418606,5023.11,3757.2843506493464,3382.0597014925374,2832.0,1092.7440273037544,1190.857142857143
BHIND,6593.857674418606,4945.51,3757.2843506493464,3382.0597014925374,2904.4156626506024,1176.0,1190.857142857143
BADWANI,6593.857674418606,4923.22,3757.2843506493464,3162.0,2904.4156626506024,1092.7440273037544,1190.857142857143
SEHORE,6593.857674418606,4906.28,3757.2843506493464,3382.0597014925374,2904.4156626506024,1397.0,1190.857142857143
KURUNDVAD,6593.857674418606,4884.23,3757.2843506493464,3295.0,2904.4156626506024,1092.7440273037544,1190.857142857143
GUNA,6593.857674418606,4879.07,3757.2843506493464,3382.0597014925374,2904.4156626506024,873.0,1190.857142857143
SAWANTWADI,6593.857674418606,4877.92,3757.2843506493464,3267.0,2785.0,1092.7440273037544,1190.857142857143
MANGO,6593.857674418606,4859.57,3757.2843506493464,2898.0,3162.0,1092.7440273037544,1190.857142857143
REWA,6593.857674418606,4850.94,3757.2843506493464,3039.0,2893.0,1479.0,1190.857142857143
BHOR,6593.857674418606,4825.85,3757.2843506493464,3454.0,2954.0,1092.7440273037544,1190.857142857143
KURNOOL,6593.857674418606,4810.22,3757.2843506493464,3382.0597014925374,2904.4156626506024,1051.0,1190.857142857143
PATHRI,6593.857674418606,4765.01,3757.2843506493464,3382.0597014925374,2738.0,1092.7440273037544,1190.857142857143
PURI (M),6593.857674418606,4740.3,3757.2843506493464,3382.0597014925374,2904.4156626506024,1007.0,1190.857142857143
DHANPURI,6593.857674418606,4709.1,3757.2843506493464,3148.0,2904.4156626506024,1092.7440273037544,1190.857142857143
NELLORE,6593.857674418606,4687.92,3757.2843506493464,3382.0597014925374,2904.4156626506024,1073.0,1190.857142857143
HUBLI-DHARWAD,6593.857674418606,4680.24,3757.2843506493464,3382.0597014925374,2904.4156626506024,998.0,1190.857142857143
WARANGAL,6593.857674418606,4677.25,3757.2843506493464,2995.0,3045.0,1537.0,1226.0
DATIA,6593.857674418606,4674.82,3757.2843506493464,3382.0597014925374,2904.4156626506024,810.0,1190.857142857143
KATOL,6593.857674418606,4593.75,3757.2843506493464,3504.0,3041.0,1092.7440273037544,1190.857142857143
KHANDALA,6593.857674418606,4589.62,3757.2843506493464,3163.0,2904.4156626506024,1092.7440273037544,1190.857142857143
HOSHANGABAD,6593.857674418606,4552.23,3757.2843506493464,2956.0,2674.0,1364.0,1190.857142857143
ROHA ASHTAMI,6593.857674418606,4545.19,3757.2843506493464,3382.0597014925374,2749.0,1092.7440273037544,1190.857142857143
DEHRADUN,6593.857674418606,4524.48,3757.2843506493464,3382.0597014925374,2904.4156626506024,752.0,876.0
MOWAD,6593.857674418606,4521.95,3757.2843506493464,3382.0597014925374,2824.0,1092.7440273037544,1190.857142857143
KANKER,6593.857674418606,4514.1,3757.2843506493464,3197.0,2904.4156626506024,1092.7440273037544,1190.857142857143
KYMORE,6593.857674418606,4480.39,3757.2843506493464,3122.0,2904.4156626506024,1092.7440273037544,1190.857142857143
MORENA,6593.857674418606,4473.36,3757.2843506493464,3382.0597014925374,2904.4156626506024,977.0,1190.857142857143
URAN,6593.857674418606,4417.06,3757.2843506493464,3266.0,2904.4156626506024,1092.7440273037544,1190.857142857143
SHIVPURI,6593.857674418606,4372.1,3757.2843506493464,2987.0,2904.4156626506024,926.0,1190.857142857143
BHUBANESWAR,6593.857674418606,4363.37,3757.2843506493464,3382.0597014925374,2904.4156626506024,1254.0,1279.0
BEED,6593.857674418606,4320.9,3757.2843506493464,2905.0,2904.4156626506024,783.0,1190.857142857143
DABRA,6593.857674418606,4313.53,3757.2843506493464,3382.0597014925374,2904.4156626506024,881.0,1190.857142857143
JAYSINGPUR,6593.857674418606,4289.97,3757.2843506493464,3382.0597014925374,2785.0,1092.7440273037544,1190.857142857143
MHASWAD,6593.857674418606,4247.62,3757.2843506493464,3128.0,2904.4156626506024,1092.7440273037544,1190.857142857143
BAGBAHARA,6593.857674418606,4243.72,3757.2843506493464,3382.0597014925374,2902.0,1092.7440273037544,1190.857142857143
SARDARPUR,6593.857674418606,4240.84,3757.2843506493464,3167.0,2904.4156626506024,1092.7440273037544,1190.857142857143
NIZAMABAD,6593.857674418606,4240.03,3757.2843506493464,3382.0597014925374,2904.4156626506024,1040.0,1190.857142857143
BUNDU,6593.857674418606,4223.71,3757.2843506493464,3378.0,3045.0,1092.7440273037544,1190.857142857143
BANDA,6593.857674418606,4210.88,3757.2843506493464,3382.0597014925374,2904.4156626506024,592.0,1190.857142857143
PARLI,6593.857674418606,4202.72,3757.2843506493464,3198.0,2904.4156626506024,1092.7440273037544,1190.857142857143
MORADABAD,6593.857674418606,4202.27,3757.2843506493464,3382.0597014925374,2904.4156626506024,739.0,1190.857142857143
SHIRALA,6593.857674418606,4164.6,3757.2843506493464,3192.0,2904.4156626506024,1092.7440273037544,1190.857142857143
BHONGIR (M),6593.857674418606,4144.12,3757.2843506493464,3382.0597014925374,2822.0,1092.7440273037544,1190.857142857143
DEOGHAR,6593.857674418606,4141.82,3757.2843506493464,3382.0597014925374,2835.0,1232.0,1190.857142857143
JUNAGADH,6593.857674418606,4141.5,3757.2843506493464,3382.0597014925374,2904.4156626506024,1411.0,1190.857142857143
TRIMBAK,6593.857674418606,4139.06,3757.2843506493464,3211.0,2751.0,1092.7440273037544,1190.857142857143
PATHARIYA,6593.857674418606,4106.76,3757.2843506493464,3382.0597014925374,2843.0,1092.7440273037544,1190.857142857143
PALUS,6593.857674418606,4094.48,3757.2843506493464,3442.0,2904.4156626506024,1092.7440273037544,1190.857142857143
JAWHAR,6593.857674418606,4074.67,3757.2843506493464,3382.0597014925374,2758.0,1092.7440273037544,1190.857142857143
GUNTUR,6593.857674418606,4070.26,3757.2843506493464,3382.0597014925374,2904.4156626506024,1201.0,1190.857142857143
MAHBUBNAGAR,6593.857674418606,4068.94,3757.2843506493464,3382.0597014925374,2904.4156626506024,892.0,1190.857142857143
BAHADURGARH,6593.857674418606,4048.49,3757.2843506493464,3382.0597014925374,2904.4156626506024,664.0,1190.857142857143
MALEGAON,6593.857674418606,4029.52,3757.2843506493464,3382.0597014925374,2614.0,911.0,1190.857142857143
HISAR,6593.857674418606,4020.07,3757.2843506493464,3382.0597014925374,2904.4156626506024,805.0,1190.857142857143
KUHI,6593.857674418606,4013.27,3757.2843506493464,3373.0,2904.4156626506024,1092.7440273037544,1190.857142857143
NAVSARI,6593.857674418606,3994.06,3757.2843506493464,3382.0597014925374,2615.0,1568.0,1190.857142857143
SURYAPET,6593.857674418606,3968.06,3757.2843506493464,3382.0597014925374,2922.0,1532.0,1190.857142857143
ACHALPUR,6593.857674418606,3951.22,3757.2843506493464,2936.0,2903.0,761.0,1190.857142857143
SHRIRAMPUR,6593.857674418606,3946.66,3757.2843506493464,3382.0597014925374,2739.0,1092.7440273037544,1190.857142857143
AMRELI,6593.857674418606,3940.11,3757.2843506493464,3382.0597014925374,2904.4156626506024,1189.0,1190.857142857143
BALESHWAR,6593.857674418606,3939.15,3757.2843506493464,3382.0597014925374,2904.4156626506024,1020.0,1190.857142857143
KANKAVLI,6593.857674418606,3924.7,3757.2843506493464,3382.0597014925374,2853.0,1092.7440273037544,1190.857142857143
NALGONDA,6593.857674418606,3815.14,3757.2843506493464,3382.0597014925374,2904.4156626506024,990.0,1190.857142857143
MIRYALAGUDA,6593.857674418606,3782.76,3757.2843506493464,3382.0597014925374,2904.4156626506024,1036.0,1190.857142857143
AUSA,6593.857674418606,3782.42,3757.2843506493464,3224.0,2957.0,1092.7440273037544,1190.857142857143
ROORKEE (NN),6593.857674418606,3765.98,3757.2843506493464,3382.0597014925374,2904.4156626506024,951.0,1190.857142857143
DAUND,6593.857674418606,3763.62,3757.2843506493464,3208.0,2904.4156626506024,1092.7440273037544,1190.857142857143
GANGAKHED,6593.857674418606,3750.9,3757.2843506493464,3229.0,2904.4156626506024,1092.7440273037544,1190.857142857143
RAMAGUNDAM,6593.857674418606,3718.92,3757.2843506493464,3382.0597014925374,2904.4156626506024,1017.0,1190.857142857143
KARMALA,6593.857674418606,3691.83,3757.2843506493464,3382.0597014925374,2743.0,1092.7440273037544,1190.857142857143
AJMER,6593.857674418606,3677.62,3757.2843506493464,3382.0597014925374,2904.4156626506024,928.0,1190.857142857143
MALWAN,6593.857674418606,3673.51,3757.2843506493464,3314.0,2755.0,1092.7440273037544,1190.857142857143
BHOKARDAN,6593.857674418606,3564.05,3757.2843506493464,3382.0597014925374,2799.0,1092.7440273037544,1190.857142857143
DAVANAGERE,6593.857674418606,3561.11,3757.2843506493464,3382.0597014925374,2904.4156626506024,812.0,1190.857142857143
BHANDARA,6593.857674418606,3533.08,3757.2843506493464,3382.0597014925374,2748.0,1092.7440273037544,1190.857142857143
OSMANABAD,6593.857674418606,3532.82,3757.2843506493464,3382.0597014925374,2669.0,949.0,1190.857142857143
MANGALORE,6593.857674418606,3526.54,3757.2843506493464,3382.0597014925374,2848.0,1350.0,1190.857142857143
GONDAL,6593.857674418606,3522.14,3757.2843506493464,3382.0597014925374,2904.4156626506024,1097.0,1190.857142857143
AKOLE,6593.857674418606,3521.97,3757.2843506493464,3144.0,2904.4156626506024,1092.7440273037544,1190.857142857143
CHAIBASA,6593.857674418606,3516.41,3757.2843506493464,3382.0597014925374,2940.0,1092.7440273037544,1190.857142857143
SULTANPUR,6593.857674418606,3484.92,3757.2843506493464,3382.0597014925374,2904.4156626506024,768.0,1190.857142857143
JALANDHAR,6593.857674418606,3413.33,3757.2843506493464,3382.0597014925374,2904.4156626506024,921.0,1190.857142857143
KHAMMAM,6593.857674418606,3396.09,3757.2843506493464,3382.0597014925374,2904.4156626506024,914.0,1190.857142857143
PANDHARKAODA,6593.857674418606,3327.56,3757.2843506493464,3382.0597014925374,2799.0,1092.7440273037544,1190.857142857143
DAPOLI CAMP,6593.857674418606,3247.49,3757.2843506493464,3122.0,2904.4156626506024,1092.7440273037544,1190.857142857143
SAMBALPUR TOWN (M),6593.857674418606,3212.96,3757.2843506493464,3382.0597014925374,2904.4156626506024,739.0,1190.857142857143
PALANPUR,6593.857674418606,3205.96,3757.2843506493464,3382.0597014925374,2904.4156626506024,1254.0,1190.857142857143
MADANAPALLE,6593.857674418606,3199.89,3757.2843506493464,3382.0597014925374,2904.4156626506024,831.0,1190.857142857143
BELGAUM (M CORP. + OG),6593.857674418606,3192.48,3757.2843506493464,3382.0597014925374,2904.4156626506024,892.0,1190.857142857143
TULJAPUR,6593.857674418606,3180.99,3757.2843506493464,3382.0597014925374,2810.0,1092.7440273037544,1190.857142857143
KAITHAL,6593.857674418606,3130.38,3757.2843506493464,3382.0597014925374,2904.4156626506024,828.0,1190.857142857143
GAYA,6593.857674418606,3096.65,3757.2843506493464,3382.0597014925374,2904.4156626506024,642.0,1190.857142857143
CHAS,6593.857674418606,3081.04,3757.2843506493464,3096.0,3173.0,1470.0,1190.857142857143
BHARUCH,6593.857674418606,3067.86,3757.2843506493464,3382.0597014925374,2762.0,1352.0,1190.857142857143
KOREGAON,6593.857674418606,3059.15,3757.2843506493464,3445.0,2904.4156626506024,1092.7440273037544,1190.857142857143
MORBI,6593.857674418606,3057.75,3757.2843506493464,3382.0597014925374,2904.4156626506024,1253.0,1190.857142857143
PATHANKOT,6593.857674418606,3011.59,3757.2843506493464,3382.0597014925374,2904.4156626506024,1021.0,1190.857142857143
ADILABAD,6593.857674418606,3001.41,3757.2843506493464,3382.0597014925374,2904.4156626506024,1006.0,1190.857142857143
JAMMU,6593.857674418606,2983.22,3757.2843506493464,3382.0597014925374,2904.4156626506024,891.0,1190.857142857143
NADIAD,6593.857674418606,2972.58,3757.2843506493464,3382.0597014925374,2904.4156626506024,1323.0,1190.857142857143
CUTTACK,6593.857674418606,2966.59,3757.2843506493464,3382.0597014925374,2904.4156626506024,977.0,925.0
SIMDEGA,6593.857674418606,2951.25,3757.2843506493464,3382.0597014925374,2779.0,1092.7440273037544,1190.857142857143
KAVALI,6593.857674418606,2905.82,3757.2843506493464,3382.0597014925374,2904.4156626506024,1087.0,1190.857142857143
PETLAD,6593.857674418606,2902.95,3757.2843506493464,3198.0,2904.4156626506024,1092.7440273037544,1190.857142857143
UDUPI,6593.857674418606,2882.92,3757.2843506493464,3382.0597014925374,2904.4156626506024,1123.0,1190.857142857143
VERAVAL,6593.857674418606,2881.86,3757.2843506493464,3382.0597014925374,2904.4156626506024,1236.0,1190.857142857143
VALSAD,6593.857674418606,2857.77,3757.2843506493464,3382.0597014925374,2904.4156626506024,1131.0,1190.857142857143
JETPUR NAVAGADH,6593.857674418606,2849.7,3757.2843506493464,3382.0597014925374,2904.4156626506024,1476.0,1190.857142857143
PALWAL,6593.857674418606,2819.96,3757.2843506493464,3382.0597014925374,2904.4156626506024,553.0,1190.857142857143
SALEM,6593.857674418606,2794.37,3757.2843506493464,3382.0597014925374,2904.4156626506024,1166.0,1190.857142857143
CHIRKUNDA,6593.857674418606,2791.11,3757.2843506493464,3382.0597014925374,2773.0,1092.7440273037544,1190.857142857143
PANAJI,6593.857674418606,2785.8,3757.2843506493464,3382.0597014925374,2904.4156626506024,1271.0,1385.0
ADONI,6593.857674418606,2763.13,3757.2843506493464,3382.0597014925374,2904.4156626506024,934.0,1190.857142857143
SRIKALAHASTI,6593.857674418606,2752.0,3757.2843506493464,3382.0597014925374,2904.4156626506024,961.0,1190.857142857143
SRIKAKULAM,6593.857674418606,2740.57,3757.2843506493464,3382.0597014925374,2904.4156626506024,1198.0,1190.857142857143
KHANAPUR,6593.857674418606,2740.07,3757.2843506493464,3511.0,2904.4156626506024,1092.7440273037544,1190.857142857143
DAMAN,6593.857674418606,2724.24,3757.2843506493464,3382.0597014925374,2904.4156626506024,676.0,1190.857142857143
GUMLA,6593.857674418606,2674.92,3757.2843506493464,3382.0597014925374,2917.0,1092.7440273037544,1190.857142857143
NANDYAL,6593.857674418606,2637.29,3757.2843506493464,3382.0597014925374,2904.4156626506024,1308.0,1190.857142857143
CHAPRA,6593.857674418606,2631.66,3757.2843506493464,3382.0597014925374,2904.4156626506024,483.0,1190.857142857143
BHIWANI,6593.857674418606,2631.14,3757.2843506493464,3382.0597014925374,2904.4156626506024,698.0,1190.857142857143
BARIPADA,6593.857674418606,2618.58,3757.2843506493464,3382.0597014925374,2904.4156626506024,880.0,1190.857142857143
MUZAFFARPUR,6593.857674418606,2579.83,3757.2843506493464,3382.0597014925374,2904.4156626506024,782.0,1190.857142857143
NARASARAOPET,6593.857674418606,2577.46,3757.2843506493464,3382.0597014925374,2904.4156626506024,1471.0,1190.857142857143
HASSAN,6593.857674418606,2575.34,3757.2843506493464,3382.0597014925374,2904.4156626506024,926.0,1190.857142857143
BEGUSARAI,6593.857674418606,2564.26,3757.2843506493464,3382.0597014925374,2904.4156626506024,530.0,1190.857142857143
BIHARSHARIF,6593.857674418606,2527.6,3757.2843506493464,3382.0597014925374,2904.4156626506024,1117.0,1190.857142857143
DIU,6593.857674418606,2527.32,3757.2843506493464,3382.0597014925374,2904.4156626506024,707.0,1190.857142857143
DWARKA,6593.857674418606,2514.09,3757.2843506493464,3382.0597014925374,2904.4156626506024,1341.0,1190.857142857143
VIZIANAGARAM,6593.857674418606,2505.8,3757.2843506493464,3382.0597014925374,2904.4156626506024,1185.0,1190.857142857143
GUNTAKAL,6593.857674418606,2493.79,3757.2843506493464,3382.0597014925374,2904.4156626506024,1255.0,1190.857142857143
BHADRAVATI,6593.857674418606,2490.22,3757.2843506493464,3382.0597014925374,2904.4156626506024,952.0,1190.857142857143
BHARATPUR,6593.857674418606,2485.67,3757.2843506493464,3382.0597014925374,2904.4156626506024,619.0,1190.857142857143
NAGAPATTINAM,6593.857674418606,2483.16,3757.2843506493464,3382.0597014925374,2904.4156626506024,1030.0,1190.857142857143
TIRUCHIRAPPALLI,6593.857674418606,2473.78,3757.2843506493464,3414.0,3352.0,1716.0,1715.0
BUXAR,6593.857674418606,2467.1,3757.2843506493464,3382.0597014925374,2904.4156626506024,727.0,1190.857142857143
GIRIDIH,6593.857674418606,2464.7,3757.2843506493464,3382.0597014925374,2813.0,1306.0,1190.857142857143
BHIMAVARAM,6593.857674418606,2458.76,3757.2843506493464,3382.0597014925374,2904.4156626506024,1279.0,1190.857142857143
JAMJODHPUR,6593.857674418606,2433.38,3757.2843506493464,3171.0,2904.4156626506024,1092.7440273037544,1190.857142857143
TIRUVANNAMALAI,6593.857674418606,2409.24,3757.2843506493464,3382.0597014925374,2904.4156626506024,911.0,1190.857142857143
BHADRAK (M),6593.857674418606,2392.7,3757.2843506493464,3382.0597014925374,2904.4156626506024,678.0,1190.857142857143
RUDRAPUR,6593.857674418606,2304.73,3757.2843506493464,3382.0597014925374,2904.4156626506024,731.0,1190.857142857143
DARBHANGA,6593.857674418606,2302.94,3757.2843506493464,3382.0597014925374,2904.4156626506024,654.0,1190.857142857143
SILCHAR,6593.857674418606,2264.35,3757.2843506493464,3382.0597014925374,2904.4156626506024,833.0,1190.857142857143
NAINITAL,6593.857674418606,2258.44,3757.2843506493464,3382.0597014925374,2904.4156626506024,725.0,1190.857142857143
BHUJ,6593.857674418606,2251.51,3757.2843506493464,3382.0597014925374,2904.4156626506024,1245.0,1190.857142857143
BIKANER,6593.857674418606,2236.86,3757.2843506493464,3382.0597014925374,2904.4156626506024,745.0,1190.857142857143
KUMBAKONAM,6593.857674418606,2212.77,3757.2843506493464,3382.0597014925374,2904.4156626506024,1486.0,1190.857142857143
TAMBARAM,6593.857674418606,2202.35,3757.2843506493464,3382.0597014925374,2904.4156626506024,1351.0,1190.857142857143
RAMESWARAM,6593.857674418606,2196.46,3757.2843506493464,3382.0597014925374,2904.4156626506024,865.0,1190.857142857143
PURNIA,6593.857674418606,2180.63,3757.2843506493464,3382.0597014925374,2904.4156626506024,706.0,1190.857142857143
VELLORE,6593.857674418606,2174.07,3757.2843506493464,3382.0597014925374,2904.4156626506024,1219.0,1190.857142857143
DEESA,6593.857674418606,2169.3,3757.2843506493464,3052.0,2904.4156626506024,1194.0,1190.857142857143
ADITYAPUR,6593.857674418606,2137.12,3757.2843506493464,3382.0597014925374,2772.0,1121.0,1190.857142857143
CUDDALORE,6593.857674418606,2077.24,3757.2843506493464,3382.0597014925374,2904.4156626506024,892.0,1190.857142857143
SAHARSA,6593.857674418606,2071.92,3757.2843506493464,3382.0597014925374,2904.4156626506024,554.0,1190.857142857143
KOCHI,6593.857674418606,2071.51,3757.2843506493464,3382.0597014925374,2904.4156626506024,856.0,990.0
PRODDATUR,6593.857674418606,2062.71,3757.2843506493464,3382.0597014925374,2904.4156626506024,1169.0,1190.857142857143
CHILAKALURIPET,6593.857674418606,2050.0,3757.2843506493464,3382.0597014925374,2904.4156626506024,1220.0,1190.857142857143
AVADI,6593.857674418606,2045.97,3757.2843506493464,3382.0597014925374,2904.4156626506024,1069.0,1190.857142857143
KASHIPUR,6593.857674418606,2018.33,3757.2843506493464,3382.0597014925374,2904.4156626506024,883.0,1190.857142857143
THIRUVANANTHAPURAM,6593.857674418606,2001.0,3757.2843506493464,3382.0597014925374,2904.4156626506024,617.0,1167.0
LAKHANPUR,6593.857674418606,1997.22,3757.2843506493464,3382.0597014925374,2934.0,1092.7440273037544,1190.857142857143
KALOL,6593.857674418606,1987.26,3757.2843506493464,3382.0597014925374,2904.4156626506024,1505.0,1190.857142857143
